github_url,file_path,signature,static_match
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/tests/pipelines/versatile_diffusion/test_versatile_diffusion_text_to_image.py,diffusers.VersatileDiffusionTextToImagePipeline.from_pretrained;diffusers.VersatileDiffusionTextToImagePipeline.from_pretrained;diffusers.VersatileDiffusionTextToImagePipeline.from_pretrained,shi-labs/versatile-diffusion;shi-labs/versatile-diffusion
github.com/corca-ai/EVAL,core/tools/gpu.py,diffusers.StableDiffusionInpaintPipeline.from_pretrained.to;diffusers.StableDiffusionInstructPix2PixPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained,runwayml/stable-diffusion-v1-5
github.com/drboog/ProFusion,diffusers/tests/pipelines/latent_diffusion/test_latent_diffusion_superresolution.py,diffusers.LDMSuperResolutionPipeline.from_pretrained,duongna/ldm-super-resolution
github.com/WGS-note/finetune_stable_diffusion,diffusers/examples/rl/run_diffuser_locomotion.py,diffusers.experimental.ValueGuidedRLPipeline.from_pretrained,bglick13/hopper-medium-v2-value-function-hor32
github.com/fastai/diffusion-nbs,textual_inversion_training.py,diffusers.AutoencoderKL.from_pretrained;diffusers.UNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/blilang/Stable-diffusion-with-HR-VITON,clothes_generator/tools/ckpt2diffusers_old.py,diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/drboog/Shifted_Diffusion,diffusers/examples/textual_inversion/textual_inversion_flax.py,diffusers.FlaxAutoencoderKL.from_pretrained;diffusers.FlaxUNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.FlaxStableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/declare-lab/tango,diffusers/examples/research_projects/mulit_token_textual_inversion/textual_inversion_flax.py,diffusers.FlaxAutoencoderKL.from_pretrained;diffusers.FlaxUNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.FlaxStableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/drboog/ProFusion,diffusers/tests/pipelines/dit/test_dit.py,diffusers.DiTPipeline.from_pretrained;diffusers.DiTPipeline.from_pretrained,facebook/DiT-XL-2-256;facebook/DiT-XL-2-512
github.com/drboog/ProFusion,diffusers/tests/pipelines/stable_diffusion_2/test_stable_diffusion_flax.py,diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxDPMSolverMultistepScheduler.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained,stabilityai/stable-diffusion-2
github.com/tensorchord/modelz-visual-chatgpt,visual_chatgpt.py,diffusers.StableDiffusionInstructPix2PixPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained;diffusers.StableDiffusionInpaintPipeline.from_pretrained.to,runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;CompVis/stable-diffusion-safety-checker;runwayml/stable-diffusion-v1-5;CompVis/stable-diffusion-safety-checker;runwayml/stable-diffusion-v1-5;CompVis/stable-diffusion-safety-checker;runwayml/stable-diffusion-v1-5;CompVis/stable-diffusion-safety-checker;runwayml/stable-diffusion-v1-5;CompVis/stable-diffusion-safety-checker;runwayml/stable-diffusion-v1-5;CompVis/stable-diffusion-safety-checker;runwayml/stable-diffusion-v1-5;CompVis/stable-diffusion-safety-checker;runwayml/stable-diffusion-v1-5;CompVis/stable-diffusion-safety-checker
github.com/huggingface/diffusers,tests/pipelines/paint_by_example/test_paint_by_example.py,diffusers.PaintByExamplePipeline.from_pretrained,Fantasy-Studio/Paint-by-Example
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/tests/test_pipelines.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DDPMPipeline.from_pretrained;diffusers.DDPMPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DDIMScheduler.from_pretrained;diffusers.DDIMPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.UNet2DModel.from_pretrained,hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/stable-diffusion-broken-variants;google/ddpm-cifar10-32;google/ddpm-cifar10-32;google/ddpm-cifar10-32;google/ddpm-cifar10-32;google/ddpm-cifar10-32;google/ddpm-cifar10-32;CompVis/stable-diffusion-v1-4;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/diffusers-stable-diffusion-tiny-all;hf-internal-testing/diffusers-stable-diffusion-tiny-all;hf-internal-testing/tiny-stable-diffusion-torch;CompVis/stable-diffusion-v1-4
github.com/drboog/Shifted_Diffusion,diffusers/tests/pipelines/versatile_diffusion/test_versatile_diffusion_dual_guided.py,diffusers.VersatileDiffusionDualGuidedPipeline.from_pretrained;diffusers.VersatileDiffusionDualGuidedPipeline.from_pretrained;diffusers.VersatileDiffusionDualGuidedPipeline.from_pretrained,shi-labs/versatile-diffusion;shi-labs/versatile-diffusion
github.com/NeuralRealm/StableFusion,stablefusion/scripts/ckpt_to_diffusion.py,diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/j-min/IterInpaint,convert_iterinpaint_ldm_checkpoint_to_diffusers.py,diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/iree-org/iree-samples,iree-torch/library/models/sd_vae_model.py,diffusers.AutoencoderKL.from_pretrained,CompVis/stable-diffusion-v1-4
github.com/WGS-note/finetune_stable_diffusion,diffusers/tests/models/test_models_vae.py,diffusers.AutoencoderKL.from_pretrained;diffusers.AutoencoderKL.from_pretrained;diffusers.AutoencoderKL.from_pretrained,fusing/autoencoder-kl-dummy;fusing/autoencoder-kl-dummy
github.com/puppynull/Pose-Segment-Anything,HR_SAM_inpaintDEMO.py,diffusers.StableDiffusionInpaintPipeline.from_pretrained,runwayml/stable-diffusion-inpainting
github.com/hackerfriendly/persyn,src/persyn/dreams/stable_diffusion.py,diffusers.pipelines.stable_diffusion.safety_checker.StableDiffusionSafetyChecker.from_pretrained;diffusers.EulerDiscreteScheduler.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/huggingface/diffusers,tests/pipelines/stable_diffusion/test_stable_diffusion_ldm3d.py,diffusers.StableDiffusionLDM3DPipeline.from_pretrained;diffusers.StableDiffusionLDM3DPipeline.from_pretrained.to;diffusers.StableDiffusionLDM3DPipeline.from_pretrained.to,Intel/ldm3d
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/tests/pipelines/stable_diffusion/test_onnx_stable_diffusion_inpaint.py,diffusers.OnnxStableDiffusionInpaintPipeline.from_pretrained;diffusers.LMSDiscreteScheduler.from_pretrained;diffusers.OnnxStableDiffusionInpaintPipeline.from_pretrained,runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting
github.com/drboog/ProFusion,diffusers/tests/pipelines/unclip/test_unclip_image_variation.py,diffusers.UnCLIPImageVariationPipeline.from_pretrained,kakaobrain/karlo-v1-alpha-image-variations
github.com/MichWozPol/LEGO_StableDiffusion,diffusers/tests/models/test_models_vae.py,diffusers.AutoencoderKL.from_pretrained;diffusers.AutoencoderKL.from_pretrained;diffusers.AutoencoderKL.from_pretrained,fusing/autoencoder-kl-dummy;fusing/autoencoder-kl-dummy
github.com/WGS-note/finetune_stable_diffusion,diffusers/tests/models/test_models_unet_1d.py,diffusers.UNet1DModel.from_pretrained;diffusers.UNet1DModel.from_pretrained;diffusers.UNet1DModel.from_pretrained;diffusers.UNet1DModel.from_pretrained;diffusers.UNet1DModel.from_pretrained,bglick13/hopper-medium-v2-value-function-hor32;bglick13/hopper-medium-v2-value-function-hor32;bglick13/hopper-medium-v2-value-function-hor32;bglick13/hopper-medium-v2-value-function-hor32
github.com/drboog/ProFusion,diffusers/tests/pipelines/paint_by_example/test_paint_by_example.py,diffusers.PaintByExamplePipeline.from_pretrained,Fantasy-Studio/Paint-by-Example
github.com/neuroidss/EEG-GAN-audio-video,neurofeedback_coh_circle_bdf_spectrum_audio_gen_stylegan3.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.AutoencoderKL.from_pretrained;diffusers.UNet2DConditionModel.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4
github.com/drboog/ProFusion,diffusers/tests/pipelines/altdiffusion/test_alt_diffusion.py,diffusers.AltDiffusionPipeline.from_pretrained;diffusers.DDIMScheduler.from_pretrained;diffusers.AltDiffusionPipeline.from_pretrained,BAAI/AltDiffusion;BAAI/AltDiffusion;BAAI/AltDiffusion
github.com/microsoft/LMOps,promptist/diffusers/examples/text_to_image/train_text_to_image_flax.py,diffusers.FlaxAutoencoderKL.from_pretrained;diffusers.FlaxUNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.FlaxStableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/abhishekkr/tutorials_as_code,talks-articles/machine-learning/example-code/stable-diffusion-simple.py,diffusers.StableDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4
github.com/nerfstudio-project/nerfstudio,nerfstudio/generative/deepfloyd.py,diffusers.IFPipeline.from_pretrained;diffusers.IFPipeline.from_pretrained,DeepFloyd/IF-I-L-v1.0;DeepFloyd/IF-I-L-v1.0
github.com/declare-lab/tango,diffusers/tests/pipelines/vq_diffusion/test_vq_diffusion.py,diffusers.VQDiffusionPipeline.from_pretrained,microsoft/vq-diffusion-ithq
github.com/declare-lab/tango,diffusers/tests/pipelines/dit/test_dit.py,diffusers.DiTPipeline.from_pretrained;diffusers.DiTPipeline.from_pretrained,facebook/DiT-XL-2-256;facebook/DiT-XL-2-512
github.com/drboog/ProFusion,diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion_img2img.py,diffusers.StableDiffusionImg2ImgPipeline.from_pretrained;diffusers.StableDiffusionImg2ImgPipeline.from_pretrained;diffusers.StableDiffusionImg2ImgPipeline.from_pretrained;diffusers.StableDiffusionImg2ImgPipeline.from_pretrained;diffusers.StableDiffusionImg2ImgPipeline.from_pretrained;diffusers.StableDiffusionImg2ImgPipeline.from_pretrained;diffusers.StableDiffusionImg2ImgPipeline.from_pretrained;diffusers.StableDiffusionImg2ImgPipeline.from_pretrained;diffusers.StableDiffusionImg2ImgPipeline.from_pretrained;diffusers.StableDiffusionImg2ImgPipeline.from_pretrained;diffusers.StableDiffusionImg2ImgPipeline.from_pretrained;diffusers.StableDiffusionImg2ImgPipeline.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5
github.com/drboog/Shifted_Diffusion,diffusers/tests/pipelines/unclip/test_unclip_image_variation.py,diffusers.UnCLIPImageVariationPipeline.from_pretrained,kakaobrain/karlo-v1-alpha-image-variations
github.com/axzml/ChatSD,main.py,diffusers.StableDiffusionPipeline.from_pretrained,prompthero/openjourney
github.com/chavinlo/distributed-diffusion,utils/convertors/convert_original_stable_diffusion_to_diffusers.py,diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/declare-lab/tango,diffusers/tests/pipelines/dance_diffusion/test_dance_diffusion.py,diffusers.DanceDiffusionPipeline.from_pretrained;diffusers.DanceDiffusionPipeline.from_pretrained,harmonai/maestro-150k;harmonai/maestro-150k
github.com/IBM/BadDiffusion,diffusers/examples/textual_inversion/textual_inversion.py,diffusers.AutoencoderKL.from_pretrained;diffusers.UNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/yeungchenwa/OCR-SAM,mmocr_sam_inpainting_app.py,diffusers.StableDiffusionInpaintPipeline.from_pretrained,stabilityai/stable-diffusion-2-inpainting
github.com/entrpn/serving-model-cards,training-dreambooth/train.py,diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxAutoencoderKL.from_pretrained;diffusers.FlaxUNet2DConditionModel.from_pretrained;diffusers.FlaxPNDMScheduler.from_pretrained;diffusers.pipelines.stable_diffusion.FlaxStableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-safety-checker
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/tests/pipelines/unclip/test_unclip_image_variation.py,diffusers.UnCLIPImageVariationPipeline.from_pretrained,kakaobrain/karlo-v1-alpha-image-variations
github.com/MichWozPol/LEGO_StableDiffusion,diffusers/tests/pipelines/stable_diffusion_2/test_stable_diffusion_flax.py,diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxDPMSolverMultistepScheduler.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained,stabilityai/stable-diffusion-2
github.com/xiaoyuan1996/Stable-Diffusion-for-Remote-Sensing-Image-Generation,scripts/convert_sd_to_diffusers.py,diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/drboog/ProFusion,diffusers/examples/community/stable_unclip.py,diffusers.pipelines.StableDiffusionImageVariationPipeline.from_pretrained,lambdalabs/sd-image-variations-diffusers
github.com/entrpn/serving-model-cards,training-image-segmentation/mask.py,diffusers.DiffusionPipeline.from_pretrained,runwayml/stable-diffusion-v1-5
github.com/drboog/ProFusion,diffusers/tests/models/test_models_vq.py,diffusers.VQModel.from_pretrained;diffusers.VQModel.from_pretrained,fusing/vqgan-dummy;fusing/vqgan-dummy
github.com/declare-lab/tango,diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to,hf-internal-testing/tiny-stable-diffusion-lms-pipe;CompVis/stable-diffusion-v1-1;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/examples/research_projects/mulit_token_textual_inversion/textual_inversion_flax.py,diffusers.FlaxAutoencoderKL.from_pretrained;diffusers.FlaxUNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.FlaxStableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/KU-CVLAB/3DFuse,gradio_app.py,diffusers.UnCLIPPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained,kakaobrain/karlo-v1-alpha;runwayml/stable-diffusion-v1-5
github.com/OpenGVLab/InternGPT,iGPT/models/anything2image.py,diffusers.StableUnCLIPImg2ImgPipeline.from_pretrained,stabilityai/stable-diffusion-2-1-unclip
github.com/drboog/ProFusion,diffusers/tests/pipelines/versatile_diffusion/test_versatile_diffusion_dual_guided.py,diffusers.VersatileDiffusionDualGuidedPipeline.from_pretrained;diffusers.VersatileDiffusionDualGuidedPipeline.from_pretrained;diffusers.VersatileDiffusionDualGuidedPipeline.from_pretrained,shi-labs/versatile-diffusion;shi-labs/versatile-diffusion
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/tests/pipelines/stable_diffusion_2/test_stable_diffusion_latent_upscale.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionLatentUpscalePipeline.from_pretrained;diffusers.StableDiffusionLatentUpscalePipeline.from_pretrained,CompVis/stable-diffusion-v1-4;stabilityai/sd-x2-latent-upscaler;stabilityai/sd-x2-latent-upscaler
github.com/huggingface/diffusers,tests/pipelines/controlnet/test_controlnet_inpaint.py,diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetInpaintPipeline.from_pretrained;diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetInpaintPipeline.from_pretrained,lllyasviel/sd-controlnet-canny;runwayml/stable-diffusion-inpainting;lllyasviel/control_v11p_sd15_inpaint;runwayml/stable-diffusion-v1-5
github.com/MichWozPol/LEGO_StableDiffusion,diffusers/tests/pipelines/stable_diffusion_2/test_stable_diffusion_depth.py,diffusers.StableDiffusionDepth2ImgPipeline.from_pretrained;diffusers.StableDiffusionDepth2ImgPipeline.from_pretrained;diffusers.StableDiffusionDepth2ImgPipeline.from_pretrained;diffusers.StableDiffusionDepth2ImgPipeline.from_pretrained;diffusers.StableDiffusionDepth2ImgPipeline.from_pretrained;diffusers.StableDiffusionDepth2ImgPipeline.from_pretrained;diffusers.StableDiffusionDepth2ImgPipeline.from_pretrained;diffusers.StableDiffusionDepth2ImgPipeline.from_pretrained;diffusers.StableDiffusionDepth2ImgPipeline.from_pretrained,stabilityai/stable-diffusion-2-depth;stabilityai/stable-diffusion-2-depth;stabilityai/stable-diffusion-2-depth;stabilityai/stable-diffusion-2-depth;stabilityai/stable-diffusion-2-depth;stabilityai/stable-diffusion-2-depth;stabilityai/stable-diffusion-2-depth;stabilityai/stable-diffusion-2-depth;stabilityai/stable-diffusion-2-depth
github.com/aws/deep-learning-containers,test/sagemaker_tests/huggingface/inference/resources/code/diffusers_gpu_inference.py,diffusers.StableDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4
github.com/WGS-note/finetune_stable_diffusion,diffusers/examples/dreambooth/train_dreambooth_flax.py,diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxAutoencoderKL.from_pretrained;diffusers.FlaxUNet2DConditionModel.from_pretrained;diffusers.FlaxPNDMScheduler.from_pretrained;diffusers.pipelines.stable_diffusion.FlaxStableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-safety-checker
github.com/exhibitionist-digital/e-waste-pipeline,waste.py,diffusers.StableDiffusionImg2ImgPipeline.from_pretrained,stabilityai/stable-diffusion-2-1
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion_k_diffusion.py,diffusers.StableDiffusionKDiffusionPipeline.from_pretrained;diffusers.StableDiffusionKDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4;stabilityai/stable-diffusion-2-1-base
github.com/obraia/YourVision,api/utils/stable_diffusion.py,diffusers.pipelines.StableDiffusionInpaintPipeline.from_pretrained;diffusers.pipelines.StableDiffusionPipeline.from_pretrained;diffusers.pipelines.StableDiffusionInstructPix2PixPipeline.from_pretrained;diffusers.pipelines.StableDiffusionImg2ImgPipeline.from_pretrained,timbrooks/instruct-pix2pix
github.com/intel/intel-extension-for-transformers,examples/huggingface/pytorch/textual-inversion/distillation_for_quantization/textual_inversion.py,diffusers.AutoencoderKL.from_pretrained;diffusers.UNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/EasternJournalist/playground,play_with_diffuser/test_text_to_image_lora.py,diffusers.StableDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4
github.com/drboog/ProFusion,diffusers/tests/test_pipelines_flax.py,diffusers.FlaxDiffusionPipeline.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained,hf-internal-testing/tiny-stable-diffusion-pipe;hf-internal-testing/tiny-stable-diffusion-pipe;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4
github.com/culsonal/stable-diffusion-ui,sd.py,diffusers.StableDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4
github.com/IDEA-Research/Grounded-Segment-Anything,playground/PaintByExample/sam_paint_by_example.py,diffusers.DiffusionPipeline.from_pretrained,Fantasy-Studio/Paint-by-Example
github.com/drboog/Shifted_Diffusion,diffusers/tests/pipelines/versatile_diffusion/test_versatile_diffusion_mega.py,diffusers.VersatileDiffusionPipeline.from_pretrained;diffusers.VersatileDiffusionPipeline.from_pretrained;diffusers.VersatileDiffusionPipeline.from_pretrained,shi-labs/versatile-diffusion;shi-labs/versatile-diffusion
github.com/Pushkar1853/Cover-Generator,scripts/meeting_cover_baseline.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.AutoencoderKL.from_pretrained;diffusers.UNet2DConditionModel.from_pretrained;diffusers.DPMSolverMultistepScheduler.from_pretrained,runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5
github.com/open-mmlab/playground,mmocr_sam/mmocr_sam_inpainting.py,diffusers.StableDiffusionInpaintPipeline.from_pretrained,stabilityai/stable-diffusion-2-inpainting
github.com/WGS-note/finetune_stable_diffusion,diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion_flax_controlnet.py,diffusers.FlaxControlNetModel.from_pretrained;diffusers.FlaxStableDiffusionControlNetPipeline.from_pretrained;diffusers.FlaxControlNetModel.from_pretrained;diffusers.FlaxStableDiffusionControlNetPipeline.from_pretrained,lllyasviel/sd-controlnet-canny;runwayml/stable-diffusion-v1-5;lllyasviel/sd-controlnet-openpose;runwayml/stable-diffusion-v1-5
github.com/tensorchord/inference-benchmark,src/mosec_services/stable_diffusion.py,diffusers.StableDiffusionPipeline.from_pretrained,runwayml/stable-diffusion-v1-5
github.com/MichWozPol/LEGO_StableDiffusion,diffusers/tests/pipelines/versatile_diffusion/test_versatile_diffusion_image_variation.py,diffusers.VersatileDiffusionImageVariationPipeline.from_pretrained,shi-labs/versatile-diffusion
github.com/drboog/ProFusion,diffusers/examples/research_projects/intel_opts/textual_inversion/textual_inversion_bf16.py,diffusers.AutoencoderKL.from_pretrained;diffusers.UNet2DConditionModel.from_pretrained;diffusers.DDPMScheduler.from_pretrained;diffusers.PNDMScheduler.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/examples/community/stable_unclip.py,diffusers.pipelines.StableDiffusionImageVariationPipeline.from_pretrained,lambdalabs/sd-image-variations-diffusers
