github_url,file_path,signature,static_match
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/tests/pipelines/stable_diffusion_2/test_stable_diffusion_attend_and_excite.py,diffusers.StableDiffusionAttendAndExcitePipeline.from_pretrained,CompVis/stable-diffusion-v1-4
github.com/drboog/ProFusion,diffusers/tests/test_modeling_common.py,diffusers.models.UNet2DConditionModel.from_pretrained;diffusers.models.UNet2DConditionModel.from_pretrained;diffusers.models.UNet2DConditionModel.from_pretrained,hf-internal-testing/stable-diffusion-broken;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch
github.com/camenduru/train-text-to-image-tpu-tutorial,train_text_to_image_flax.py,diffusers.FlaxAutoencoderKL.from_pretrained;diffusers.FlaxUNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.FlaxStableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/basetenlabs/truss,examples/controlnet-scribble/model/model.py,diffusers.ControlNetModel.from_pretrained;diffusers.StableDiffusionControlNetPipeline.from_pretrained,runwayml/stable-diffusion-v1-5
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/tests/models/test_models_vq.py,diffusers.VQModel.from_pretrained;diffusers.VQModel.from_pretrained,fusing/vqgan-dummy;fusing/vqgan-dummy
github.com/drboog/ProFusion,diffusers/tests/pipelines/unclip/test_unclip.py,diffusers.UnCLIPPipeline.from_pretrained;diffusers.UnCLIPPipeline.from_pretrained;diffusers.UnCLIPPipeline.from_pretrained,kakaobrain/karlo-v1-alpha;kakaobrain/karlo-v1-alpha;kakaobrain/karlo-v1-alpha
github.com/huggingface/diffusers,tests/models/test_attention_processor.py,diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained,hf-internal-testing/tiny-stable-diffusion-pipe;hf-internal-testing/tiny-stable-diffusion-pipe
github.com/IBM/BadDiffusion,diffusers/tests/test_models_vae.py,diffusers.AutoencoderKL.from_pretrained;diffusers.AutoencoderKL.from_pretrained,fusing/autoencoder-kl-dummy;fusing/autoencoder-kl-dummy
github.com/WGS-note/finetune_stable_diffusion,diffusers/tests/pipelines/unclip/test_unclip.py,diffusers.UnCLIPPipeline.from_pretrained;diffusers.UnCLIPPipeline.from_pretrained;diffusers.UnCLIPPipeline.from_pretrained,kakaobrain/karlo-v1-alpha;kakaobrain/karlo-v1-alpha;kakaobrain/karlo-v1-alpha
github.com/MerijnvanEijk/stbl-diffusion-gui-onnx,save_onnx.py,diffusers.StableDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4
github.com/GreeneryScenery/Sketch2Image,Evaluate_LGP.py,diffusers.AutoencoderKL.from_pretrained.to;diffusers.UNet2DConditionModel.from_pretrained.to;diffusers.DDPMScheduler.from_pretrained,runwayml/stable-diffusion-v1-5
github.com/PacktPublishing/Building-Data-Science-Applications-with-FastAPI-Second-Edition,chapter14/basic/text_to_image.py,diffusers.StableDiffusionPipeline.from_pretrained,runwayml/stable-diffusion-v1-5
github.com/IDEA-Research/Grounded-Segment-Anything,playground/PaintByExample/paint_by_example.py,diffusers.DiffusionPipeline.from_pretrained,Fantasy-Studio/Paint-by-Example
github.com/stochasticai/x-stable-diffusion,FlashAttention/diffusers/scripts/convert_original_stable_diffusion_to_diffusers.py,diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/intel/intel-extension-for-transformers,examples/huggingface/pytorch/textual-inversion/distillation_for_quantization/text2images.py,diffusers.AutoencoderKL.from_pretrained;diffusers.UNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/declare-lab/tango,diffusers/tests/test_config.py,diffusers.DDIMScheduler.from_pretrained;diffusers.EulerDiscreteScheduler.from_pretrained;diffusers.EulerAncestralDiscreteScheduler.from_pretrained;diffusers.PNDMScheduler.from_pretrained;diffusers.DDPMScheduler.from_pretrained;diffusers.DDPMScheduler.from_pretrained;diffusers.DPMSolverMultistepScheduler.from_pretrained,hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;google/ddpm-celebahq-256;hf-internal-testing/tiny-stable-diffusion-torch
github.com/WGS-note/finetune_stable_diffusion,diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion_k_diffusion.py,diffusers.StableDiffusionKDiffusionPipeline.from_pretrained;diffusers.StableDiffusionKDiffusionPipeline.from_pretrained;diffusers.StableDiffusionKDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4;stabilityai/stable-diffusion-2-1-base;stabilityai/stable-diffusion-2-1-base
github.com/huggingface/diffusers,tests/pipelines/stable_diffusion_2/test_stable_diffusion.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to,stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/src/diffusers/pipelines/stable_diffusion/convert_from_ckpt.py,diffusers.PriorTransformer.from_pretrained;diffusers.UnCLIPScheduler.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/huggingface/diffusers,tests/pipelines/spectrogram_diffusion/test_spectrogram_diffusion.py,diffusers.SpectrogramDiffusionPipeline.from_pretrained;diffusers.SpectrogramDiffusionPipeline.from_pretrained;diffusers.SpectrogramDiffusionPipeline.from_pretrained,google/music-spectrogram-diffusion;google/music-spectrogram-diffusion;google/music-spectrogram-diffusion
github.com/declare-lab/tango,diffusers/tests/pipelines/stable_diffusion_2/test_stable_diffusion_latent_upscale.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionLatentUpscalePipeline.from_pretrained;diffusers.StableDiffusionLatentUpscalePipeline.from_pretrained,CompVis/stable-diffusion-v1-4;stabilityai/sd-x2-latent-upscaler;stabilityai/sd-x2-latent-upscaler
github.com/huggingface/diffusers,tests/others/test_config.py,diffusers.DDIMScheduler.from_pretrained;diffusers.EulerDiscreteScheduler.from_pretrained;diffusers.EulerAncestralDiscreteScheduler.from_pretrained;diffusers.PNDMScheduler.from_pretrained;diffusers.DDPMScheduler.from_pretrained;diffusers.DDPMScheduler.from_pretrained;diffusers.DPMSolverMultistepScheduler.from_pretrained,hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;google/ddpm-celebahq-256;hf-internal-testing/tiny-stable-diffusion-torch
github.com/microsoft/LMOps,promptist/diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.DDIMScheduler.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.LMSDiscreteScheduler.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained,hf-internal-testing/tiny-stable-diffusion-lms-pipe;CompVis/stable-diffusion-v1-1;CompVis/stable-diffusion-v1-1;CompVis/stable-diffusion-v1-1;CompVis/stable-diffusion-v1-4
github.com/pytorch/serve,examples/diffusers/Download_model.py,diffusers.DiffusionPipeline.from_pretrained,stabilityai/stable-diffusion-2
github.com/huggingface/diffusers,tests/schedulers/test_schedulers.py,diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained,hf-internal-testing/tiny-stable-diffusion-pipe;hf-internal-testing/tiny-stable-diffusion-pipe
github.com/WGS-note/finetune_stable_diffusion,diffusers/tests/pipelines/stable_diffusion/test_onnx_stable_diffusion_img2img.py,diffusers.OnnxStableDiffusionImg2ImgPipeline.from_pretrained;diffusers.OnnxStableDiffusionImg2ImgPipeline.from_pretrained;diffusers.OnnxStableDiffusionImg2ImgPipeline.from_pretrained;diffusers.OnnxStableDiffusionImg2ImgPipeline.from_pretrained;diffusers.OnnxStableDiffusionImg2ImgPipeline.from_pretrained;diffusers.OnnxStableDiffusionImg2ImgPipeline.from_pretrained;diffusers.OnnxStableDiffusionImg2ImgPipeline.from_pretrained;diffusers.LMSDiscreteScheduler.from_pretrained;diffusers.OnnxStableDiffusionImg2ImgPipeline.from_pretrained,CompVis/stable-diffusion-v1-4;runwayml/stable-diffusion-v1-5;runwayml/stable-diffusion-v1-5
github.com/drboog/Shifted_Diffusion,diffusers/tests/pipelines/stable_diffusion/test_onnx_stable_diffusion_upscale.py,diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained;diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained;diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained;diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained;diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained;diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained;diffusers.LMSDiscreteScheduler.from_pretrained;diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained,ssube/stable-diffusion-x4-upscaler-onnx;ssube/stable-diffusion-x4-upscaler-onnx;ssube/stable-diffusion-x4-upscaler-onnx
github.com/SusungHong/IF-DreamFusion,trace.py,diffusers.StableDiffusionPipeline.from_pretrained,stabilityai/stable-diffusion-2-1-base
github.com/NeuralRealm/StableFusion,stablefusion/scripts/dreambooth/train_dreambooth_flax.py,diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.FlaxAutoencoderKL.from_pretrained;diffusers.FlaxUNet2DConditionModel.from_pretrained;diffusers.FlaxPNDMScheduler.from_pretrained;diffusers.pipelines.stable_diffusion.FlaxStableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-safety-checker
github.com/WGS-note/finetune_stable_diffusion,diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion_panorama.py,diffusers.DDIMScheduler.from_pretrained;diffusers.StableDiffusionPanoramaPipeline.from_pretrained;diffusers.StableDiffusionPanoramaPipeline.from_pretrained;diffusers.DDIMScheduler.from_pretrained;diffusers.StableDiffusionPanoramaPipeline.from_pretrained;diffusers.DDIMScheduler.from_pretrained;diffusers.StableDiffusionPanoramaPipeline.from_pretrained,stabilityai/stable-diffusion-2-base
github.com/huggingface/diffusers,tests/pipelines/versatile_diffusion/test_versatile_diffusion_mega.py,diffusers.VersatileDiffusionPipeline.from_pretrained;diffusers.VersatileDiffusionPipeline.from_pretrained;diffusers.VersatileDiffusionPipeline.from_pretrained,shi-labs/versatile-diffusion;shi-labs/versatile-diffusion
github.com/Ascend/ModelZoo-PyTorch,PyTorch/built-in/diffusion/diffusers/examples/research_projects/mulit_token_textual_inversion/textual_inversion_flax.py,diffusers.FlaxAutoencoderKL.from_pretrained;diffusers.FlaxUNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.FlaxStableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/nonokangwei/Stable-Diffusion-on-GCP,examples/benchmark/benchmark_tpu.py,diffusers.DiffusionPipeline.from_pretrained,runwayml/stable-diffusion-v1-5
github.com/ngthanhtin/owlvit_segment_anything,demo_inpainting.py,diffusers.StableDiffusionInpaintPipeline.from_pretrained,runwayml/stable-diffusion-inpainting
github.com/MichWozPol/LEGO_StableDiffusion,diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion_image_variation.py,diffusers.StableDiffusionImageVariationPipeline.from_pretrained;diffusers.StableDiffusionImageVariationPipeline.from_pretrained;diffusers.StableDiffusionImageVariationPipeline.from_pretrained;diffusers.StableDiffusionImageVariationPipeline.from_pretrained;diffusers.StableDiffusionImageVariationPipeline.from_pretrained,lambdalabs/sd-image-variations-diffusers;fusing/sd-image-variations-diffusers;fusing/sd-image-variations-diffusers;fusing/sd-image-variations-diffusers
github.com/declare-lab/tango,diffusers/tests/models/test_models_vq.py,diffusers.VQModel.from_pretrained;diffusers.VQModel.from_pretrained,fusing/vqgan-dummy;fusing/vqgan-dummy
github.com/tcl9876/jax-ddpm,scripts/evaluate.py,diffusers.FlaxStableDiffusionPipeline.from_pretrained,CompVis/stable-diffusion-v1-4
github.com/WGS-note/finetune_stable_diffusion,diffusers/tests/test_config.py,diffusers.DDIMScheduler.from_pretrained;diffusers.EulerDiscreteScheduler.from_pretrained;diffusers.EulerAncestralDiscreteScheduler.from_pretrained;diffusers.PNDMScheduler.from_pretrained;diffusers.DDPMScheduler.from_pretrained;diffusers.DDPMScheduler.from_pretrained;diffusers.DPMSolverMultistepScheduler.from_pretrained,hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;google/ddpm-celebahq-256;hf-internal-testing/tiny-stable-diffusion-torch
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/examples/textual_inversion/textual_inversion_flax.py,diffusers.FlaxAutoencoderKL.from_pretrained;diffusers.FlaxUNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.FlaxStableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/declare-lab/tango,diffusers/tests/pipelines/audio_diffusion/test_audio_diffusion.py,diffusers.DiffusionPipeline.from_pretrained,teticio/audio-diffusion-ddim-256
github.com/open-mmlab/playground,mmocr_sam/mmocr_sam_erase_app.py,diffusers.StableDiffusionInpaintPipeline.from_pretrained,stabilityai/stable-diffusion-2-inpainting
github.com/drboog/Shifted_Diffusion,diffusers/src/diffusers/pipelines/stable_diffusion/convert_from_ckpt.py,diffusers.PriorTransformer.from_pretrained;diffusers.UnCLIPScheduler.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/PhilSad/stable-diffusion-infinite-outpainting-video,outpaint.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionInpaintPipeline.from_pretrained.to,stabilityai/stable-diffusion-2-1
github.com/mystic-ai/pipeline,examples/pipeline_cloud/premade/stable_diffusion/stable-diffusion-v2.0:v1.0-fp16.py,diffusers.EulerDiscreteScheduler.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained.to,stabilityai/stable-diffusion-2-base
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/tests/pipelines/stable_diffusion/test_stable_diffusion.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to,hf-internal-testing/tiny-stable-diffusion-lms-pipe;CompVis/stable-diffusion-v1-1;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4
github.com/jialuli-luka/PanoGen,Stable-Diffusion/diffusers/tests/models/test_models_unet_2d.py,diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.UNet2DModel.from_pretrained,fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;fusing/unet-ldm-dummy-update;google/ncsnpp-celebahq-256;google/ncsnpp-celebahq-256;fusing/ncsnpp-ffhq-ve-dummy-update
github.com/microsoft/LMOps,promptist/diffusers/tests/pipelines/stable_diffusion/test_onnx_stable_diffusion_inpaint.py,diffusers.OnnxStableDiffusionInpaintPipeline.from_pretrained;diffusers.LMSDiscreteScheduler.from_pretrained;diffusers.OnnxStableDiffusionInpaintPipeline.from_pretrained,runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting;runwayml/stable-diffusion-inpainting
github.com/drboog/ProFusion,diffusers/tests/pipelines/stable_diffusion_2/test_stable_diffusion.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to,stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base;stabilityai/stable-diffusion-2-base
github.com/drboog/Shifted_Diffusion,diffusers/tests/pipelines/stable_diffusion/test_onnx_stable_diffusion_inpaint_legacy.py,diffusers.OnnxStableDiffusionInpaintPipelineLegacy.from_pretrained,CompVis/stable-diffusion-v1-4
github.com/microsoft/LMOps,promptist/diffusers/examples/textual_inversion/textual_inversion.py,diffusers.AutoencoderKL.from_pretrained;diffusers.UNet2DConditionModel.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/MichWozPol/LEGO_StableDiffusion,diffusers/tests/pipelines/latent_diffusion/test_latent_diffusion_uncond.py,diffusers.LDMPipeline.from_pretrained,CompVis/ldm-celebahq-256
github.com/ratwithacompiler/diffusers_stablediff_conversion,convert_original_stable_diffusion_to_diffusers.py,diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-safety-checker
github.com/huggingface/diffusers,tests/pipelines/stable_diffusion/test_stable_diffusion.py,diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to;diffusers.StableDiffusionPipeline.from_pretrained.to,CompVis/stable-diffusion-v1-4;hf-internal-testing/tiny-stable-diffusion-lms-pipe;CompVis/stable-diffusion-v1-1;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-v1-4;runwayml/stable-diffusion-v1-5
github.com/rodjjo/diffusion-expert,python_stuff/models/loader.py,diffusers.AutoencoderKL.from_pretrained;diffusers.pipelines.stable_diffusion.StableDiffusionSafetyChecker.from_pretrained,CompVis/stable-diffusion-v1-4;CompVis/stable-diffusion-safety-checker
github.com/j-min/VPGen,inference_images.py,diffusers.StableDiffusionGLIGENPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained,gligen/diffusers-generation-text-box;CompVis/stable-diffusion-v1-4
github.com/drboog/ProFusion,diffusers/tests/test_pipelines.py,diffusers.DiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DDPMPipeline.from_pretrained;diffusers.DDPMPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.UNet2DModel.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DiffusionPipeline.from_pretrained;diffusers.DDIMScheduler.from_pretrained;diffusers.DDIMPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.FlaxStableDiffusionPipeline.from_pretrained;diffusers.StableDiffusionPipeline.from_pretrained;diffusers.UNet2DModel.from_pretrained,hf-internal-testing/tiny-stable-diffusion-pipe;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-pipe-safetensors;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/stable-diffusion-all-variants;hf-internal-testing/stable-diffusion-all-variants;hf-internal-testing/stable-diffusion-all-variants;hf-internal-testing/stable-diffusion-broken-variants;hf-internal-testing/stable-diffusion-broken-variants;google/ddpm-cifar10-32;google/ddpm-cifar10-32;google/ddpm-cifar10-32;google/ddpm-cifar10-32;google/ddpm-cifar10-32;google/ddpm-cifar10-32;CompVis/stable-diffusion-v1-4;hf-internal-testing/tiny-stable-diffusion-torch;hf-internal-testing/diffusers-stable-diffusion-tiny-all;hf-internal-testing/diffusers-stable-diffusion-tiny-all;hf-internal-testing/tiny-stable-diffusion-torch
github.com/PacktPublishing/Building-Data-Science-Applications-with-FastAPI-Second-Edition,chapter14/complete/text_to_image.py,diffusers.StableDiffusionPipeline.from_pretrained,runwayml/stable-diffusion-v1-5
github.com/huggingface/diffusers,tests/pipelines/stable_diffusion/test_onnx_stable_diffusion_upscale.py,diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained;diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained;diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained;diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained;diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained;diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained;diffusers.LMSDiscreteScheduler.from_pretrained;diffusers.OnnxStableDiffusionUpscalePipeline.from_pretrained,ssube/stable-diffusion-x4-upscaler-onnx;ssube/stable-diffusion-x4-upscaler-onnx;ssube/stable-diffusion-x4-upscaler-onnx
